tweet_id, tweet_time, tweet_author, tweet_author_id,    tweet_language, tweet_geo, tweet_text
624528081139580928,Fri Jul 24 10:34:32 +0000 2015,earttp,875574530,en,,"Want a big hug.
Want a sweet smile.
Want a warm eyes.
Since this moment I can't have it.
:("
624528079550062592,Fri Jul 24 10:34:31 +0000 2015,SammiLMcS,3325280099,en,,@ForbiddenPlanet @ValiantComics @MyZombies Would so love to win! Can't afford to buy comics at the moment and I'm pining for them! :(
624528074206523392,Fri Jul 24 10:34:30 +0000 2015,O2,15133627,en,,@teamkins Oh this isn't good to hear :( What have you been asked to provide exactly?
624528074013581312,Fri Jul 24 10:34:30 +0000 2015,Ghertomp,290167924,en,,@lancepriebe Is there any chance you could add a keybind feature to Wild Warfare? Because I can't change my controlls so I can't play.. :(
624528073862565888,Fri Jul 24 10:34:30 +0000 2015,huddart8,3313543385,en,,Been diagnosed wiv Scheuermann's disease.......back bone rlyhurts howdo u do it georgesampson cant stand da pain can't do P.E :( x
624528067986243584,Fri Jul 24 10:34:29 +0000 2015,prabirpanda,13765702,en,,@ManasRM @AnjariaSameer @Airtel_Presence where is #voice signal? Not able to make calls :-( http://t.co/iF9jbN3cgm
624528067445325824,Fri Jul 24 10:34:29 +0000 2015,theemmabritton,372315712,en,,What do we reckon are the chances of me seeing any #T20 action in #Taunton tonight??? *hopeful but realistic face* :-(
624528065188728832,Fri Jul 24 10:34:28 +0000 2015,CBenni_O,262847057,en,,"@z1mb0bw4y and 2 weeks of vacation, which I dont have... :("
624528063846576128,Fri Jul 24 10:34:28 +0000 2015,byuntterfIy,587005151,en,,i love you :(  http://t.co/1q9EZyGWXI
624528063208951810,Fri Jul 24 10:34:28 +0000 2015,hanbined,525254750,en,,ugh im so excited for made :(((((((((((((((((
624528062093246465,Fri Jul 24 10:34:27 +0000 2015,ianwexl0rz,18183714,en,,@kohquette you're good and you should feel good!!! :(
624528061472616448,Fri Jul 24 10:34:27 +0000 2015,playgal2006,109638368,en,,#JusticeForSandraBland #SandraBland this is disturbing just shows the poor women was already dead in the mug shot :( https://t.co/K17rqTUbeH
624528059056549889,Fri Jul 24 10:34:27 +0000 2015,nineteenxx_,1126680474,en,,sick of this feeling. :( i just wanna be happpy
624528058968637440,Fri Jul 24 10:34:27 +0000 2015,plsjustinb,2751390682,en,,"justinbieber can u pls follow me on &gt;daianerufato&lt; i've been trying for too long :( ilysm bae! xx (July 24, 2015 at 07:34AM)"
624528056577822720,Fri Jul 24 10:34:26 +0000 2015,MadmanHD_,122474043,en,,@ManLikeSergio Delphy Injured :(
624528053188866048,Fri Jul 24 10:34:25 +0000 2015,OHTERRYHE_,168031099,en,,weak at dom :( DOM TECHNIQUES?! https://t.co/5WyrdvjzSf
624528047132311552,Fri Jul 24 10:34:24 +0000 2015,LouplyLou,1321218559,en,,@jaimelesgyozas ah mince :(
624528040916205568,Fri Jul 24 10:34:22 +0000 2015,longguk,283842122,en,,@BAP_Bangyongguk I don't feel good :(
624528038571732992,Fri Jul 24 10:34:22 +0000 2015,4JSteve,414686353,en,,"@LuciHolland I completely forgot about Final Symphony :(
Need to meet up again sometime soon with Joe and co."
624528035392294912,Fri Jul 24 10:34:21 +0000 2015,angelinori_,3032745204,en,,Tbh me too but they now busy wth their concert schedule :( aisyhhh https://t.co/16pOubmvlX
624528034272538624,Fri Jul 24 10:34:21 +0000 2015,southwell03,344601817,en,,@clunis_96 I haven't been eyed up since I started going bald at the age of 14 :(
624528033420959744,Fri Jul 24 10:34:20 +0000 2015,DUSTFROMBB,610899862,en,,Only SeungChan cant get :( Aigooo My Riri
624528033240731648,Fri Jul 24 10:34:20 +0000 2015,mabmab71,184013592,en,,@iainbruce not good :(
624528027754594305,Fri Jul 24 10:34:19 +0000 2015,james_g_robbins,366835912,en,,My original ticket was £19 :(
624528024348827648,Fri Jul 24 10:34:18 +0000 2015,Bibliogato,172743125,en,,@Jakers787 depends on when I have a vet visit for sick cat :( I'll let you know?
624528022805327872,Fri Jul 24 10:34:18 +0000 2015,jenandmish,1420393538,en,,@jenxmish @wittykrushnic don't leave :(
624528022146826240,Fri Jul 24 10:34:18 +0000 2015,_DestinyK__,2485123930,en,,i don't wanna get up :(((
624528021483970560,Fri Jul 24 10:34:18 +0000 2015,tsunsmore,2584014006,en,,"@elyusia i can find most major people EXCEPT his VA

i'm not sure if they just kept it same as luminous but they didn't do that in kms &gt;:("
624528019659448321,Fri Jul 24 10:34:17 +0000 2015,Meirid08,1624267434,en,,@countrychoiceID min follback :(
624528005608517632,Fri Jul 24 10:34:14 +0000 2015,angelynnasf,1326186570,en,,@martinamegia_ its been treating me horribly ugh :( im v happy for u !
624528005579214849,Fri Jul 24 10:34:14 +0000 2015,gailecn,564655522,en,,@kristikay13 Good morning! Hope it's a productive one for you. Time for me to get ready for work. :(
624528004811653120,Fri Jul 24 10:34:14 +0000 2015,CamsGirl98,2457840954,en,,"""zayn"" starts with a small letter Z. Why? :( @Real_Liam_Payne"
624527999233175552,Fri Jul 24 10:34:12 +0000 2015,sillysone,140000489,en,,@lifelesscurves they're really unique and refreshing :( the popularity was great too. Just why...just why &gt;_&gt;
624527993860288512,Fri Jul 24 10:34:11 +0000 2015,AustriabaeJeyna,3252504096,en,,"Once you start loving someone, it’s hard to stop.
*Bebeeeee :("
624527992455327744,Fri Jul 24 10:34:11 +0000 2015,alyssaamendiola,1083019940,en,,CHEM LT WAS NOT NICE :(((
624527990119006209,Fri Jul 24 10:34:10 +0000 2015,Stupidosaur,307807275,en,,.@sabal_abla @tanha_messiah Because people who point out inaccuracies in jokes might be inaccurate jokes. I got worried :(
624527985329225728,Fri Jul 24 10:34:09 +0000 2015,jordanne_renee,252234858,en,,@DarkSkinnedToni burning rn like this is so tragic :(((
624527979683684352,Fri Jul 24 10:34:08 +0000 2015,ObeyyAngiee,48365864,en,,I woke up really hungry :(
624527971336876034,Fri Jul 24 10:34:06 +0000 2015,jonginmila,1579726267,en,,I love Joy :(
624527968702996480,Fri Jul 24 10:34:05 +0000 2015,seongayu,1491205735,en,,INFINITE GOT TO WIN &gt;:(
624527968073875457,Fri Jul 24 10:34:05 +0000 2015,stuart_borland,468470954,en,,@PlanetRockRadio Sam I have seen rush 19 times. Would have been 20 in Toronto until my flight was cancelled on day of the show :( stuart
624527967188680704,Fri Jul 24 10:34:05 +0000 2015,swagyoong,299180111,en,,Party's goodbye stage :((
624527967109181440,Fri Jul 24 10:34:05 +0000 2015,NwadigodiThick,513220021,en,,Iyalaya to anybody that would laugh at me today. I'd just have to wear my shades round the clock.:(
624527966043635712,Fri Jul 24 10:34:04 +0000 2015,ChristaEka12,2891935071,en,,What is this ??? #ZaynIsComingBackOnJuly26 :( ;(
624527965624254468,Fri Jul 24 10:34:04 +0000 2015,sprayfairy,3312025577,en,,@godstalia aw fuck that sucks :((
624527965553098752,Fri Jul 24 10:34:04 +0000 2015,strtbrdsn,21038302,en,,@sianyw As if he wouldn't be happier here running around my house wearing a H&amp;M shirt. :(
624527965070753792,Fri Jul 24 10:34:04 +0000 2015,jasminrousex,2458175259,en,,@Mars_Sum41 noooo :( goodbye fun driving
624527962700967938,Fri Jul 24 10:34:04 +0000 2015,Tumee69,371277641,en,,I'm bored :( this one ubusy le fifa -_-
624527961014693888,Fri Jul 24 10:34:03 +0000 2015,aileennc,153313939,en,,@lorrainepalileo @cailaaah i wanna go gymnastics with you guys :(( haha
624527958925946880,Fri Jul 24 10:34:03 +0000 2015,AndieBernal,359921172,en,,I'm so sick aahhhh i hate this feeling :-(
624527958653452288,Fri Jul 24 10:34:03 +0000 2015,TobysTweets,84579032,en,,"Ok, back to work :( http://t.co/QFtLZ2Cl0w"
624527958263373825,Fri Jul 24 10:34:03 +0000 2015,StormChaserAL,2752416625,en,,My poor noggin! Bumped it a few days ago and it still hurts a little. :( #feelslikeanidiot
624527952739479553,Fri Jul 24 10:34:01 +0000 2015,Tezzy_Foreal,913999765,en,,I'm forever eating like  Pregnant woman these Days :-(
624527948335333376,Fri Jul 24 10:34:00 +0000 2015,_kathbernardo26,3237063823,en,,Ugh :( My head hurts.
624527943511900165,Fri Jul 24 10:33:59 +0000 2015,uanhes94,2215102651,en,,i dearly miss and love my sunshine @zaynmalik :-(
624527936306065408,Fri Jul 24 10:33:57 +0000 2015,somarassyla,3021928704,en,,@PatelPatelxx @Starbucks can suk ma buttttttt. except their pumpkin scones.... but they havent made those in years :(((
624527934695579648,Fri Jul 24 10:33:57 +0000 2015,eveey_x,291895166,en,,"love outnumbered so much, wish there were more to watch :("
624527934305382401,Fri Jul 24 10:33:57 +0000 2015,jewangeline,2438383946,en,,vidcon :(((
624527931197538304,Fri Jul 24 10:33:56 +0000 2015,WillPheesh,726152546,en,,"@ErisLovesMovies :( Feel better soon, Eris. #support"
624527930538856448,Fri Jul 24 10:33:56 +0000 2015,imKathieeByun,3182631198,en,,Hello ;3 geez.. i badly miss my 12 precious stars :( EXO&lt;3
624527929817608192,Fri Jul 24 10:33:56 +0000 2015,SlaYonceKnowIes,299034096,en,,@Beyfan1981 @HateTheseFools Yes Hive always sucks at voting... that is shit :((
624527927544164353,Fri Jul 24 10:33:55 +0000 2015,Hinyeong2226,257432211,en,,They said #GOT7 will back to #VIETNAM this december !!!!! I DUNT THINK SO AWWWWWWWW :(( DON'T KID ME !!!!
624527927321890817,Fri Jul 24 10:33:55 +0000 2015,beadcx,1682763373,en,,@marmaisxcz IKR :( lol
624527916639100928,Fri Jul 24 10:33:53 +0000 2015,Yay_its_Moanna,2370686960,en,,can you hear my sobbing :((( http://t.co/Daoz0uAQGC
624527915938492416,Fri Jul 24 10:33:52 +0000 2015,bangtanalmighty,3227591150,en,,so cute :( http://t.co/hhhWQQ1Nh3
624527911853252608,Fri Jul 24 10:33:52 +0000 2015,ahrnad,3242970218,en,,@sociopathslut @onikashabibi but why don't I have buff legs yet :(
624527911320616960,Fri Jul 24 10:33:51 +0000 2015,solarfIarefic,526978935,en,,noo toni deactivated too?? :(
624527908875411457,Fri Jul 24 10:33:51 +0000 2015,sunenay303,280651380,en,,Bra Shady's kisses though!  :-( #Isibaya
624527905050238976,Fri Jul 24 10:33:50 +0000 2015,karaharthun,2717069417,en,,this place will forever hold a very special place in my heart :-( ❤️ gonna miss you Germany 😓 http://t.co/fwDwYoVEPV
624527902831280128,Fri Jul 24 10:33:49 +0000 2015,fangirling_taco,3061911553,en,,Haven't really slept all night :( I'm in a different place where it's a little colder. Hopefully that will help. Took some meds
624527901757714432,Fri Jul 24 10:33:49 +0000 2015,fxckingandy,77471396,en,,Leaving for the airport soon :( don't wanna go home.
624527900902080512,Fri Jul 24 10:33:49 +0000 2015,dominiquesisley,2272275840,en,,@clemencycox i want a sausage roll :-(
624527891926228993,Fri Jul 24 10:33:47 +0000 2015,thewonderwally,716258058,en,,Rain rain go away :(
624527889938141184,Fri Jul 24 10:33:46 +0000 2015,kissabIedork,291037640,en,,work adios friends :(
624527885995479040,Fri Jul 24 10:33:45 +0000 2015,BrookeBrakeman,21844034,en,,I have a cold sore :( ew h8 this. Help
624527881134182400,Fri Jul 24 10:33:44 +0000 2015,psychejumarang,630209614,en,,What's wrong with my fb messenger :((((
624527880056279040,Fri Jul 24 10:33:44 +0000 2015,JunitaMark,317210157,en,,I wish my band were shittier so we could get booked on Leno :(
624527876331732992,Fri Jul 24 10:33:43 +0000 2015,OyiBeckham,3230761868,en,,Identity crisis :(
624527867381035008,Fri Jul 24 10:33:41 +0000 2015,bwi_swift13,1124134236,en,,3:33 am and all of my roommates are officially knocked out :( so much for an all nighter
624527863631450112,Fri Jul 24 10:33:40 +0000 2015,mark_w_1,1540561352,en,,A bird just flew into the window and now it's dead :-(
624527859470630912,Fri Jul 24 10:33:39 +0000 2015,sruvalcaba17,2908690597,en,,@damnkathleen come thru b I miss you :(
624527856559853568,Fri Jul 24 10:33:38 +0000 2015,galway_michael,2666452736,en,,@XxJenniferAmyxX Derek likes to tour &amp; visits Wetherspoons Pubs across the UK. Get Police to contact their H/O. Hope he OK. :(
624527856131969024,Fri Jul 24 10:33:38 +0000 2015,Yana_Ashikin,278436643,en,,@LittleMix PLEASE FOLLOW ME :(
624527852386545664,Fri Jul 24 10:33:37 +0000 2015,reaaallen,137739081,en,,Even had a dream that Frank Ocean released his new album ffs pls :((((
624527850721427456,Fri Jul 24 10:33:37 +0000 2015,kitprn98,3241396152,en,,Snapchat me : LisaHerring19 #snapchat #kikme #kikmeboys #woman #ebony #weloveyounamjoon #sexi :( http://t.co/zVTYSy29uk
624527845134614528,Fri Jul 24 10:33:36 +0000 2015,Belinda_Factor,114503554,en,,Don't know why I gave my white dress with small polka dots away :( 😭😭 *sigh* ndi hacked.
624527845075783680,Fri Jul 24 10:33:36 +0000 2015,kfletchaaa,1385249844,en,,I miss my baby :-(
624527840101404672,Fri Jul 24 10:33:34 +0000 2015,limetreecomms,322180911,en,,@HerFaithness it is &amp; I'm already having a bad day :-(
624527829791707141,Fri Jul 24 10:33:32 +0000 2015,annaspargoryan,20012387,en,,@erinaree It was SO yum but I had to feed 6 so no leftovers :(
624527826566402048,Fri Jul 24 10:33:31 +0000 2015,AndieDelicacy,34330232,en,,@dullandwicked @_GrahamPatrick @JohnBoyStyle Has nobody told you about this side of twitter? It's in the T&amp;Cs. He owns you now. Sorry. :(
624527825081626624,Fri Jul 24 10:33:31 +0000 2015,SlimySnail,84168374,en,,"The last dick pic I got was awful. It ruined walnut whips for me for life :-( 

I also named him and it turned out his wife followed me."
624527823080976384,Fri Jul 24 10:33:30 +0000 2015,WWEFritz,163175178,en,,@Vicionius Boah! :(
624527822099468288,Fri Jul 24 10:33:30 +0000 2015,Arianaaaa_1,343743292,en,,"Things are hard right now, &amp; I can't even be home with Mady to help me through it. :("
624527817393373184,Fri Jul 24 10:33:29 +0000 2015,taestyjimin,2808796052,en,,i am so :((((((
624527816529457152,Fri Jul 24 10:33:29 +0000 2015,forbiddenkitten,28759427,en,,@EpicRaver I know :(
624527814134403073,Fri Jul 24 10:33:28 +0000 2015,nathan3205,51379378,en,,@NatalieH__xx aww no but it's my last semester ever!! :( we def have to catch up sometime soon. We always leave it too long
624527811055718400,Fri Jul 24 10:33:27 +0000 2015,nisaayuna,1186206476,en,,This manga is just too cute and yet made me cry.. :( http://t.co/KB6GswBxMT
624527803753603072,Fri Jul 24 10:33:26 +0000 2015,rob_laird1,158728695,en,,@LouiseMensch Just like that here at the moment....not. :-(
624527802142990336,Fri Jul 24 10:33:25 +0000 2015,holly_bourneYA,20155228,en,,I ate all the leftovers of the giant #AmINormalYet cookie for breakfast and now I'm clutching my poorly tummy in my PJs and groaning :(
624527798070149121,Fri Jul 24 10:33:24 +0000 2015,tetinvaliao,267988750,en,,@ghinesaddi miss you :(
624527788544950272,Fri Jul 24 10:33:22 +0000 2015,happyfatsnat,285646913,en,,@_stroya nou youre not :-( here have a picture of Adam http://t.co/WEvVpVoAmx
624527782043779072,Fri Jul 24 10:33:21 +0000 2015,ixtlaly_sanchez,3185525294,en,,@sinSALEM this is a very sad moment :(
624527781729337350,Fri Jul 24 10:33:20 +0000 2015,BarsAndMelcdy,2834361083,en,,"@lukelegs69that wouldn't be right :(("
624527780928200704,Fri Jul 24 10:33:20 +0000 2015,NhiezaRahmanda,409769800,en,,Ken Saras. Waiting for my sister. She was in accident. So poor :( https://t.co/44TvKaVDCJ
624527775190372352,Fri Jul 24 10:33:19 +0000 2015,doyounoahbaker,41247588,en,,@Rorington95 did they manage to sort your ticket issue mate? Nobody picked up when i rang the box office :(
624527767795707904,Fri Jul 24 10:33:17 +0000 2015,sudhirpenumala,324436376,en,,Fk!!!!! I have no freaking words to describe this.... Eric Prydz How? like how? :( This is out of the world!! http://t.co/W5uDTzdhAi
624527767707742208,Fri Jul 24 10:33:17 +0000 2015,AmberInMotion,141315904,en,,Not 12 hours after my sister-in-law installed that new @DionoUSA seat we bought her she was rear-ended! everyone's fine but seat is trash :(
624527760090890240,Fri Jul 24 10:33:15 +0000 2015,GeorgiaLorimer1,546769985,en,,"For the first time in my life I've had to hold my boobs whilst running down stairs, is my no bra life over :("
624527755430993920,Fri Jul 24 10:33:14 +0000 2015,Apolocalypses,2796417967,en,,@ljenkins314 @fringenerd @Noin007 I like paper books :(
624527753556037634,Fri Jul 24 10:33:14 +0000 2015,ankitlunia2011,1583109553,en,,@SensodyneIndia we friends love to eat ice cream during childhood. Missing those days :( #Toothsensitivity
624527750884294656,Fri Jul 24 10:33:13 +0000 2015,moonchildsymone,2874187403,en,,@father me too :-(
624527749487718401,Fri Jul 24 10:33:13 +0000 2015,Sibulela_M,294072389,en,"{u'type': u'Point', u'coordinates': [-32.99668746, 27.86118988]}",@Belinda_Factor stressful :( you not even my dress size ke shem..
624527743011655680,Fri Jul 24 10:33:11 +0000 2015,samanthaglachan,843037483,en,,Trust me to be no well :( Awell not be long and I will be to drunk to care #weekendofmadness 🍹🍸🍹
624527742260785153,Fri Jul 24 10:33:11 +0000 2015,svnteenn,2721584431,en,,i really like this cb but not the outfit this time too bad :(
624527737680736256,Fri Jul 24 10:33:10 +0000 2015,SaIvation_,3325492349,en,,@lucyreesxo She threatened me :(
624527734753075200,Fri Jul 24 10:33:09 +0000 2015,SofiaLabiad,702837430,en,,"i wanna be a dancer 
no
i wanna be a choregrapher
but 
I CANT :(
whyyyyyyyyyyyy is life so unfair"
624527734249619460,Fri Jul 24 10:33:09 +0000 2015,ermm_basically_,1906371115,en,,@KittyKatPK happening anymore :(
624527732211384321,Fri Jul 24 10:33:09 +0000 2015,forbiddenkitten,28759427,en,,@curiouskittten didn't even know you still existed on here haha text me :( 626-430-8715
624527730923573248,Fri Jul 24 10:33:08 +0000 2015,solarfIarefic,526978935,en,,@subharrie @roguefond i've messaged her but she hasn't replied and i dont even think she's active on facebook :(
624527730080616448,Fri Jul 24 10:33:08 +0000 2015,CelineSaMaddie,561489096,en,,@MlREU but i'm at work you hoe xD i can't even look at bby in peace :(((
624527727786336256,Fri Jul 24 10:33:08 +0000 2015,_rosefagan,190404993,en,,@suziepanol WHY DO THAT TO US :(
624527727152996352,Fri Jul 24 10:33:07 +0000 2015,sheep_grace,377789033,en,,Well it seems like just a dream :(
624527726616031232,Fri Jul 24 10:33:07 +0000 2015,chuchuxiu,1425879962,en,,Dream team recording today :((( im sad xiu couldn't make it :(
624527718382567424,Fri Jul 24 10:33:05 +0000 2015,FeryAndriana,410450029,en,,Nk gi uss on birthday :(
624527716436549632,Fri Jul 24 10:33:05 +0000 2015,michyboo,14711640,en,,"@HollieB awwwwww, I'm so sorry to hear that :("
624527713416536064,Fri Jul 24 10:33:04 +0000 2015,paulinebntjbaa,3177296106,en,,@ElisseJoson miss you so much ate elisse :(( do u still remember me? 😭
624527712900771840,Fri Jul 24 10:33:04 +0000 2015,MrsShim18,236105102,en,,i miss them so much :(
624527711919210496,Fri Jul 24 10:33:04 +0000 2015,baekaichu,3192560554,en,,ksoo makes me so emo :((((((((((((((((((((((((((((((((
624527709738106880,Fri Jul 24 10:33:03 +0000 2015,nishaliniashvik,3166541900,en,,Wat a small session tat was :(..but still im little happy bcoz for the first time i heard my name from @rithvik_RD..but still too short..
624527706412216320,Fri Jul 24 10:33:03 +0000 2015,Allisonmarie567,290307268,en,,@Doomcrew_Glen awwwww i'm so sorry. :( i bet she's looking down on you&lt;33
624527699483209729,Fri Jul 24 10:33:01 +0000 2015,onhology,386930266,en,,no matter how many times i try to sleep... i can't :(
624527697738252288,Fri Jul 24 10:33:00 +0000 2015,ncldyx,183905925,en,,"“@shakyra_cledera: ""paper town"" :--((((” sm :((("
624527696022913024,Fri Jul 24 10:33:00 +0000 2015,jenxmish,1940876474,en,,@wittykrushnic don't go :(
624527694454239232,Fri Jul 24 10:33:00 +0000 2015,jpearlilaida,333910870,en,"{u'type': u'Point', u'coordinates': [14.2051349, 121.01649328]}",I'm going to miss you baby! :(( @ Rancho Imperial de Silang Subdivision https://t.co/b5JvTqpm4N
624527691933286400,Fri Jul 24 10:32:59 +0000 2015,blurrymia,864380748,en,,traffic :-(
624527691899797504,Fri Jul 24 10:32:59 +0000 2015,angelineibale,1839113239,en,,Twitter Help Center | Why can&amp;#39;t I follow people? https://t.co/LeL2yOp3Iq via @support i really really sorry about following evry one :(
624527690553556993,Fri Jul 24 10:32:59 +0000 2015,LardyBunz,30669273,en,,@franksredhotuk Its not hot in Cornwall! its veritably cold :( great prize xx
624527689559506944,Fri Jul 24 10:32:59 +0000 2015,idk_kaylsi,2696083859,en,,@hancoverdalexo aww :( thanks anyway!!
624527688615788544,Fri Jul 24 10:32:58 +0000 2015,laurr_brizzle,191305875,en,,Regular gym workouts are so boring when you could be spinning :(
624527684274647040,Fri Jul 24 10:32:57 +0000 2015,garystew123,3009725145,en,,I can't do it anymore. I can't have stress on my body yet my life is based upon stress I just can't do it :(
624527680852074496,Fri Jul 24 10:32:56 +0000 2015,HutchinsonDave,350507190,en,,@ManOfZinc And I don't see a penny of it... :-( DM me your email address; I'll send you the ebook.
624527680470433792,Fri Jul 24 10:32:56 +0000 2015,chitatel333,404884465,en,,"Фотосет: addicted-to-analsex: sweetbj: #sweetbj #blowjob Mhhh, want to make a man happy now :( http://t.co/v9ryND7pcs"
624527676095631360,Fri Jul 24 10:32:55 +0000 2015,bulletpoot,2929256516,en,,im sed.. :-( the person im meeting is late and im at the other end of sg and i havent taken my dinner yet bless me
624527671662391297,Fri Jul 24 10:32:54 +0000 2015,EllaLeRoast,3338013694,en,,@willing_h I feel left out :(
624527670739492865,Fri Jul 24 10:32:54 +0000 2015,ltaeun93,1364300760,en,,@mblaq_seungh0 THEN WHY MENTION MEE OMG /envious/ please oppa eonni stop lovey dovey in front of your poor single dongsaeng :(
624527669951074304,Fri Jul 24 10:32:54 +0000 2015,katestewart_,229924354,en,,@ShannonEastwood I'm workin :( got a day off Tuesday tho haha x
624527668122402816,Fri Jul 24 10:32:53 +0000 2015,MrsPiszczek,617422806,en,,@ulaaaaa1909 Schade :(
624527656692936704,Fri Jul 24 10:32:51 +0000 2015,sophie_fitz97,2455349663,en,,@CuddlesAri I am gutted! they NEVER do m&amp;g for Belfast :(
624527656625635328,Fri Jul 24 10:32:51 +0000 2015,zouriiniall,540701150,en,,@klentmagsino im so jealous.. :( because you followed each other with Jacob @JacobWhitesides .. follow me too. Jacob :(
624527644122591232,Fri Jul 24 10:32:48 +0000 2015,httpkunessi,3158167546,en,,isco :(
624527641840758784,Fri Jul 24 10:32:47 +0000 2015,uhTilla,996944574,en,,@ImRefleex my penis is too small :(
624527637801762816,Fri Jul 24 10:32:46 +0000 2015,MzLucyM,39468176,en,,omg me every fucking month... :( https://t.co/FX0CGVPDMX
624527636488851456,Fri Jul 24 10:32:46 +0000 2015,_kristyk,22352193,en,,I wish my dog liked to cuddle :(
624527631094943744,Fri Jul 24 10:32:45 +0000 2015,DonKing101,123480843,en,,Come on Carlton :(
624527628804980736,Fri Jul 24 10:32:44 +0000 2015,WHYTRYAMMOUNI,1466011364,en,,@MOONEMOJAI babe :( can u still read thru the conversation on ur hushed?
624527626758168576,Fri Jul 24 10:32:44 +0000 2015,Diamondkeo,3028495961,en,,Sometimes I wonder what went wrong :( guess I'll never know
624527625168535552,Fri Jul 24 10:32:43 +0000 2015,ReverendDevine,161681311,en,,"And more violence... :(  ...we are a Soul Sick nation...praying for Louisiana.
#Lafayette #matteroftheheart #peace"
624527624111439872,Fri Jul 24 10:32:43 +0000 2015,devinadona,33144263,en,,waduh..pantes :( https://t.co/AWS63BItZA
624527623025065984,Fri Jul 24 10:32:43 +0000 2015,MandyKerr,14382167,en,,"@keelzy81 you know, I actually got suspended for smoking, can you believe it? Teenage me was such a fucking cliche :("
624527621251047424,Fri Jul 24 10:32:42 +0000 2015,laurenfontanez,455339416,en,,Already miss @mikeyyfontt so much :(
624527619392991232,Fri Jul 24 10:32:42 +0000 2015,renateslootx,2596685004,en,,@BocasSweets I miss youuuu :((((
624527617543114753,Fri Jul 24 10:32:41 +0000 2015,DileepCristiano,601798530,en,,Today #RMA jersey :(
624527615358050304,Fri Jul 24 10:32:41 +0000 2015,ObeyyAngiee,48365864,en,,@ButDinero your so fake I texted you :(
624527608701554688,Fri Jul 24 10:32:39 +0000 2015,elijahhbby,1223485585,en,,@Earl_Wolf24 not you :(
624527605618749440,Fri Jul 24 10:32:38 +0000 2015,ILFGaming,2823191242,en,,"♥ [ENG] ♥ - Let's talk, since can't stream games :(: http://t.co/bkNxSZfjm6"
624527605342072832,Fri Jul 24 10:32:38 +0000 2015,Michemaelle,2540040258,en,,@RuneMagique chance :(
624527603894984704,Fri Jul 24 10:32:38 +0000 2015,NormaSerna78,3044775267,en,,Snapchat me - JaclinTiler #snapchat #snapchat #teens #models #likeforlike #mpoints #hotfmnoaidilforariana :( http://t.co/xxuygooKcq
624527600493416448,Fri Jul 24 10:32:37 +0000 2015,Arianator_AGB_S,3034945541,en,,"@superslothjai hi, can you do me some dms with luke please??:("
624527599214174208,Fri Jul 24 10:32:37 +0000 2015,abschofield,446413476,en,,@AmandaT_Photo @OandtheFoxes really wanted to but ran out of time :(
624527599063035904,Fri Jul 24 10:32:37 +0000 2015,jennni_xoxo,1877931559,en,,i hate waking up in the middle of my sleep :(
624527598626803712,Fri Jul 24 10:32:37 +0000 2015,sonhnaeun,566988746,en,,he he he :(
624527597653893120,Fri Jul 24 10:32:37 +0000 2015,Parman93,190365956,en,,@rupexo @LordOfTheMics fuckkk it's a Wednesday :(
624527597351759872,Fri Jul 24 10:32:37 +0000 2015,ianwexl0rz,18183714,en,,"@PetiteMistress DO IT! I want to start one for making small games, but I feel like I need to get a jump start before asking for support :("
624527593539289088,Fri Jul 24 10:32:36 +0000 2015,Ewcia_a,356048565,en,,Justin where are you ? :( @justinbieber
624527593174401024,Fri Jul 24 10:32:36 +0000 2015,interIudes,741811633,en,,:( :( I'm gonna cry
624527592394244096,Fri Jul 24 10:32:35 +0000 2015,DandelionsxFran,444180272,en,,@IanHallard @ArtsTheatreLDN I'm really excited but also really sad because once again I won't be able to see it :(
624527589508407296,Fri Jul 24 10:32:35 +0000 2015,kimilogy,75280904,en,,"I can't finish my Sanum today! :(
#LLAOLLAO #Dessert but too full"
624527589487562752,Fri Jul 24 10:32:35 +0000 2015,Amalolie,1709919001,en,,@jxstkatie @TheSvante i want foood :((
624527589097406466,Fri Jul 24 10:32:35 +0000 2015,chintyapuji28,282513482,en,,Last day :(
624527588447236096,Fri Jul 24 10:32:34 +0000 2015,thedarkrebel,20415841,en,,#UberIceCream was super! But we didnt get the glares :( @Uber_Pune
624527587822342144,Fri Jul 24 10:32:34 +0000 2015,LYTeffect,396387868,en,,@ffyeahh i don't know how to do vines :(
624527584605413376,Fri Jul 24 10:32:33 +0000 2015,dalal_rs,307811512,en,,@selenagomez you was Tweetin earlier this morning &amp; i wasn't here :( sad mood all the day :(
624527579949588480,Fri Jul 24 10:32:32 +0000 2015,sooyeolx,221293164,en,,sunggyu has a plaster on his elbow.... is it from the fall? :-(
624527572471123968,Fri Jul 24 10:32:31 +0000 2015,kristianahealy,212508704,en,,@ughimnotsam i am in the middle of figuring out how to choreo :(( next time girl!!
624527572030894080,Fri Jul 24 10:32:30 +0000 2015,HenrieVIII,41397440,en,,"@Afooo93 😭 this is me thinking she was well offensive, how can you laughing :("
624527570462208000,Fri Jul 24 10:32:30 +0000 2015,BurgundyO,381837842,en,,@NEEDTOBREATHE love you..sad I wasn't up front :(
624527568562225152,Fri Jul 24 10:32:30 +0000 2015,idekwts,3078287445,en,,YEYY finally but my HD brows kit is broken slightly :(( @cohorted http://t.co/5CNhhfJpnJ
624527567287029760,Fri Jul 24 10:32:29 +0000 2015,madzsy,381258318,en,,"@alexandraloisee Monday until wednesday, g na girl!!!! :("
